number,value,datetime_start,datetime_complete,duration,params_bagging_temperature,params_bootstrap_type,params_class_weight_ratio,params_decision_threshold,params_depth,params_grow_policy,params_iterations,params_l2_leaf_reg,params_learning_rate,params_ls_spatial_radius,params_ls_spatial_sigma,params_ls_temporal_radius,params_ls_temporal_sigma,params_max_leaves,params_min_data_in_leaf,params_use_class_weights,params_use_label_smoothing,user_attrs_decision_threshold,user_attrs_features,user_attrs_label_smoothing,user_attrs_ls_spatial_sigma,user_attrs_ls_temporal_sigma,user_attrs_n_features,user_attrs_val_f1,user_attrs_val_precision,user_attrs_val_recall,user_attrs_val_roc_auc,state
77,0.3370755396347656,2025-12-05 23:05:00.261764,2025-12-05 23:05:16.323148,0 days 00:00:16.061384,1.0737059800777178,Bayesian,7.45727754155901,0.4949695932049994,5,Lossguide,550,0.5774640365254671,0.15292730902950874,,,,,73.0,90,True,False,0.4949695932049994,"['geopotential_h00_lvl850', 'specific_humidity_h00_lvl850', 'u_component_of_wind_h00_lvl850', 'u_component_of_wind_h00_lvl1000', 'v_component_of_wind_h00_lvl850', 'v_component_of_wind_h00_lvl1000', 'temperature_h00_lvl850', 'temperature_h00_lvl925', 'temperature_h00_lvl1000', 'anor', 'isor', 'z', 'sdfor', 'sdor', 'month', 'day_of_year', 'sin_annual', 'cos_annual', 'temperature_h00_lvl850_lag1', 'temperature_h00_lvl850_lag3', 'temperature_h00_lvl850_lag7', 'temperature_h00_lvl925_lag1', 'temperature_h00_lvl925_lag3', 'temperature_h00_lvl925_lag7', 'temperature_h00_lvl1000_lag1', 'temperature_h00_lvl1000_lag3', 'temperature_h00_lvl1000_lag7', 'temperature_h00_lvl850_ewm3', 'temperature_h00_lvl850_ewm7', 'temperature_h00_lvl850_ewm14', 'temperature_h00_lvl850_ewm30', 'temperature_h00_lvl925_ewm3', 'temperature_h00_lvl925_ewm7', 'temperature_h00_lvl925_ewm14', 'temperature_h00_lvl925_ewm30', 'temperature_h00_lvl1000_ewm3', 'temperature_h00_lvl1000_ewm7', 'temperature_h00_lvl1000_ewm14', 'temperature_h00_lvl1000_ewm30', 'temperature_h00_lvl850_mean5', 'temperature_h00_lvl850_std5', 'temperature_h00_lvl1000_mean5', 'temperature_h00_lvl1000_std5', 'temperature_h00_lvl850_grad_lat', 'temperature_h00_lvl850_grad_lon', 'temperature_h00_lvl850_grad_mag', 'temperature_h00_lvl1000_grad_lat', 'temperature_h00_lvl1000_grad_lon', 'temperature_h00_lvl1000_grad_mag', 'temperature_h00_lvl850_diff1', 'temperature_h00_lvl850_diff3', 'temperature_h00_lvl850_diff7', 'temperature_h00_lvl850_diff14', 'temperature_h00_lvl850_diff30', 'temperature_h00_lvl1000_diff1', 'temperature_h00_lvl1000_diff3', 'temperature_h00_lvl1000_diff7', 'temperature_h00_lvl1000_diff14', 'temperature_h00_lvl1000_diff30']",False,,,59,0.3370755396347656,0.24040825285338016,0.5637623273146528,0.750165670327708,COMPLETE
78,0.2518413725885319,2025-12-05 23:05:16.398861,2025-12-05 23:07:03.483660,0 days 00:01:47.084799,0.8094478812993527,Bayesian,5.548265608609535,0.47329043376559043,4,Lossguide,650,0.959126627740971,0.10823996505570854,1.0,1.1915375009613376,4.0,1.5397936023318632,57.0,77,True,True,0.47329043376559043,"['geopotential_h00_lvl850', 'specific_humidity_h00_lvl850', 'u_component_of_wind_h00_lvl850', 'u_component_of_wind_h00_lvl1000', 'v_component_of_wind_h00_lvl850', 'v_component_of_wind_h00_lvl1000', 'temperature_h00_lvl850', 'temperature_h00_lvl925', 'temperature_h00_lvl1000', 'anor', 'isor', 'z', 'sdfor', 'sdor', 'month', 'day_of_year', 'sin_annual', 'cos_annual', 'temperature_h00_lvl850_lag1', 'temperature_h00_lvl850_lag3', 'temperature_h00_lvl850_lag7', 'temperature_h00_lvl925_lag1', 'temperature_h00_lvl925_lag3', 'temperature_h00_lvl925_lag7', 'temperature_h00_lvl1000_lag1', 'temperature_h00_lvl1000_lag3', 'temperature_h00_lvl1000_lag7', 'temperature_h00_lvl850_ewm3', 'temperature_h00_lvl850_ewm7', 'temperature_h00_lvl850_ewm14', 'temperature_h00_lvl850_ewm30', 'temperature_h00_lvl925_ewm3', 'temperature_h00_lvl925_ewm7', 'temperature_h00_lvl925_ewm14', 'temperature_h00_lvl925_ewm30', 'temperature_h00_lvl1000_ewm3', 'temperature_h00_lvl1000_ewm7', 'temperature_h00_lvl1000_ewm14', 'temperature_h00_lvl1000_ewm30', 'temperature_h00_lvl850_mean5', 'temperature_h00_lvl850_std5', 'temperature_h00_lvl1000_mean5', 'temperature_h00_lvl1000_std5', 'temperature_h00_lvl850_grad_lat', 'temperature_h00_lvl850_grad_lon', 'temperature_h00_lvl850_grad_mag', 'temperature_h00_lvl1000_grad_lat', 'temperature_h00_lvl1000_grad_lon', 'temperature_h00_lvl1000_grad_mag', 'temperature_h00_lvl850_diff1', 'temperature_h00_lvl850_diff3', 'temperature_h00_lvl850_diff7', 'temperature_h00_lvl850_diff14', 'temperature_h00_lvl850_diff30', 'temperature_h00_lvl1000_diff1', 'temperature_h00_lvl1000_diff3', 'temperature_h00_lvl1000_diff7', 'temperature_h00_lvl1000_diff14', 'temperature_h00_lvl1000_diff30']",True,1.1915375009613376,1.5397936023318632,59,0.2518413725885319,0.6264500685393948,0.15759918469868853,0.7288149913046433,COMPLETE
79,0.38743211208248146,2025-12-05 23:07:03.561549,2025-12-05 23:07:21.150286,0 days 00:00:17.588737,0.7006705753216824,Bayesian,6.2632097717886435,0.5267820027173152,6,Lossguide,650,0.6901783939134175,0.29758322970700185,,,,,37.0,99,True,False,0.5267820027173152,"['geopotential_h00_lvl850', 'specific_humidity_h00_lvl850', 'u_component_of_wind_h00_lvl850', 'u_component_of_wind_h00_lvl1000', 'v_component_of_wind_h00_lvl850', 'v_component_of_wind_h00_lvl1000', 'temperature_h00_lvl850', 'temperature_h00_lvl925', 'temperature_h00_lvl1000', 'anor', 'isor', 'z', 'sdfor', 'sdor', 'month', 'day_of_year', 'sin_annual', 'cos_annual', 'temperature_h00_lvl850_lag1', 'temperature_h00_lvl850_lag3', 'temperature_h00_lvl850_lag7', 'temperature_h00_lvl925_lag1', 'temperature_h00_lvl925_lag3', 'temperature_h00_lvl925_lag7', 'temperature_h00_lvl1000_lag1', 'temperature_h00_lvl1000_lag3', 'temperature_h00_lvl1000_lag7', 'temperature_h00_lvl850_ewm3', 'temperature_h00_lvl850_ewm7', 'temperature_h00_lvl850_ewm14', 'temperature_h00_lvl850_ewm30', 'temperature_h00_lvl925_ewm3', 'temperature_h00_lvl925_ewm7', 'temperature_h00_lvl925_ewm14', 'temperature_h00_lvl925_ewm30', 'temperature_h00_lvl1000_ewm3', 'temperature_h00_lvl1000_ewm7', 'temperature_h00_lvl1000_ewm14', 'temperature_h00_lvl1000_ewm30', 'temperature_h00_lvl850_mean5', 'temperature_h00_lvl850_std5', 'temperature_h00_lvl1000_mean5', 'temperature_h00_lvl1000_std5', 'temperature_h00_lvl850_grad_lat', 'temperature_h00_lvl850_grad_lon', 'temperature_h00_lvl850_grad_mag', 'temperature_h00_lvl1000_grad_lat', 'temperature_h00_lvl1000_grad_lon', 'temperature_h00_lvl1000_grad_mag', 'temperature_h00_lvl850_diff1', 'temperature_h00_lvl850_diff3', 'temperature_h00_lvl850_diff7', 'temperature_h00_lvl850_diff14', 'temperature_h00_lvl850_diff30', 'temperature_h00_lvl1000_diff1', 'temperature_h00_lvl1000_diff3', 'temperature_h00_lvl1000_diff7', 'temperature_h00_lvl1000_diff14', 'temperature_h00_lvl1000_diff30']",False,,,59,0.38743211208248146,0.377889024276857,0.39746968355603135,0.7828003288880496,COMPLETE
80,0.36221743528462186,2025-12-05 23:07:21.279931,2025-12-05 23:07:38.208217,0 days 00:00:16.928286,0.700909713833848,Bayesian,6.2822144114624505,0.5480612836610104,6,Depthwise,550,0.6887442069675352,0.2983747120839625,,,,,,100,True,False,0.5480612836610104,"['geopotential_h00_lvl850', 'specific_humidity_h00_lvl850', 'u_component_of_wind_h00_lvl850', 'u_component_of_wind_h00_lvl1000', 'v_component_of_wind_h00_lvl850', 'v_component_of_wind_h00_lvl1000', 'temperature_h00_lvl850', 'temperature_h00_lvl925', 'temperature_h00_lvl1000', 'anor', 'isor', 'z', 'sdfor', 'sdor', 'month', 'day_of_year', 'sin_annual', 'cos_annual', 'temperature_h00_lvl850_lag1', 'temperature_h00_lvl850_lag3', 'temperature_h00_lvl850_lag7', 'temperature_h00_lvl925_lag1', 'temperature_h00_lvl925_lag3', 'temperature_h00_lvl925_lag7', 'temperature_h00_lvl1000_lag1', 'temperature_h00_lvl1000_lag3', 'temperature_h00_lvl1000_lag7', 'temperature_h00_lvl850_ewm3', 'temperature_h00_lvl850_ewm7', 'temperature_h00_lvl850_ewm14', 'temperature_h00_lvl850_ewm30', 'temperature_h00_lvl925_ewm3', 'temperature_h00_lvl925_ewm7', 'temperature_h00_lvl925_ewm14', 'temperature_h00_lvl925_ewm30', 'temperature_h00_lvl1000_ewm3', 'temperature_h00_lvl1000_ewm7', 'temperature_h00_lvl1000_ewm14', 'temperature_h00_lvl1000_ewm30', 'temperature_h00_lvl850_mean5', 'temperature_h00_lvl850_std5', 'temperature_h00_lvl1000_mean5', 'temperature_h00_lvl1000_std5', 'temperature_h00_lvl850_grad_lat', 'temperature_h00_lvl850_grad_lon', 'temperature_h00_lvl850_grad_mag', 'temperature_h00_lvl1000_grad_lat', 'temperature_h00_lvl1000_grad_lon', 'temperature_h00_lvl1000_grad_mag', 'temperature_h00_lvl850_diff1', 'temperature_h00_lvl850_diff3', 'temperature_h00_lvl850_diff7', 'temperature_h00_lvl850_diff14', 'temperature_h00_lvl850_diff30', 'temperature_h00_lvl1000_diff1', 'temperature_h00_lvl1000_diff3', 'temperature_h00_lvl1000_diff7', 'temperature_h00_lvl1000_diff14', 'temperature_h00_lvl1000_diff30']",False,,,59,0.36221743528462186,0.3689605466873098,0.3557163739680056,0.7792365694211272,COMPLETE
81,0.38788192020943874,2025-12-05 23:07:38.284813,2025-12-05 23:07:56.521038,0 days 00:00:18.236225,0.9248871198228965,Bayesian,5.86367307757245,0.5243901607679538,5,Lossguide,650,0.8005671281383144,0.20097727741895435,,,,,76.0,97,True,False,0.5243901607679538,"['geopotential_h00_lvl850', 'specific_humidity_h00_lvl850', 'u_component_of_wind_h00_lvl850', 'u_component_of_wind_h00_lvl1000', 'v_component_of_wind_h00_lvl850', 'v_component_of_wind_h00_lvl1000', 'temperature_h00_lvl850', 'temperature_h00_lvl925', 'temperature_h00_lvl1000', 'anor', 'isor', 'z', 'sdfor', 'sdor', 'month', 'day_of_year', 'sin_annual', 'cos_annual', 'temperature_h00_lvl850_lag1', 'temperature_h00_lvl850_lag3', 'temperature_h00_lvl850_lag7', 'temperature_h00_lvl925_lag1', 'temperature_h00_lvl925_lag3', 'temperature_h00_lvl925_lag7', 'temperature_h00_lvl1000_lag1', 'temperature_h00_lvl1000_lag3', 'temperature_h00_lvl1000_lag7', 'temperature_h00_lvl850_ewm3', 'temperature_h00_lvl850_ewm7', 'temperature_h00_lvl850_ewm14', 'temperature_h00_lvl850_ewm30', 'temperature_h00_lvl925_ewm3', 'temperature_h00_lvl925_ewm7', 'temperature_h00_lvl925_ewm14', 'temperature_h00_lvl925_ewm30', 'temperature_h00_lvl1000_ewm3', 'temperature_h00_lvl1000_ewm7', 'temperature_h00_lvl1000_ewm14', 'temperature_h00_lvl1000_ewm30', 'temperature_h00_lvl850_mean5', 'temperature_h00_lvl850_std5', 'temperature_h00_lvl1000_mean5', 'temperature_h00_lvl1000_std5', 'temperature_h00_lvl850_grad_lat', 'temperature_h00_lvl850_grad_lon', 'temperature_h00_lvl850_grad_mag', 'temperature_h00_lvl1000_grad_lat', 'temperature_h00_lvl1000_grad_lon', 'temperature_h00_lvl1000_grad_mag', 'temperature_h00_lvl850_diff1', 'temperature_h00_lvl850_diff3', 'temperature_h00_lvl850_diff7', 'temperature_h00_lvl850_diff14', 'temperature_h00_lvl850_diff30', 'temperature_h00_lvl1000_diff1', 'temperature_h00_lvl1000_diff3', 'temperature_h00_lvl1000_diff7', 'temperature_h00_lvl1000_diff14', 'temperature_h00_lvl1000_diff30']",False,,,59,0.38788192020943874,0.3653873279490388,0.4133279117168681,0.7972359994505593,COMPLETE
82,0.39894020054515217,2025-12-05 23:07:56.604802,2025-12-05 23:08:13.609930,0 days 00:00:17.005128,0.9252252201528768,Bayesian,5.875985829012288,0.5283160336032533,5,Lossguide,650,0.512221450153711,0.1951766242377285,,,,,31.0,96,True,False,0.5283160336032533,"['geopotential_h00_lvl850', 'specific_humidity_h00_lvl850', 'u_component_of_wind_h00_lvl850', 'u_component_of_wind_h00_lvl1000', 'v_component_of_wind_h00_lvl850', 'v_component_of_wind_h00_lvl1000', 'temperature_h00_lvl850', 'temperature_h00_lvl925', 'temperature_h00_lvl1000', 'anor', 'isor', 'z', 'sdfor', 'sdor', 'month', 'day_of_year', 'sin_annual', 'cos_annual', 'temperature_h00_lvl850_lag1', 'temperature_h00_lvl850_lag3', 'temperature_h00_lvl850_lag7', 'temperature_h00_lvl925_lag1', 'temperature_h00_lvl925_lag3', 'temperature_h00_lvl925_lag7', 'temperature_h00_lvl1000_lag1', 'temperature_h00_lvl1000_lag3', 'temperature_h00_lvl1000_lag7', 'temperature_h00_lvl850_ewm3', 'temperature_h00_lvl850_ewm7', 'temperature_h00_lvl850_ewm14', 'temperature_h00_lvl850_ewm30', 'temperature_h00_lvl925_ewm3', 'temperature_h00_lvl925_ewm7', 'temperature_h00_lvl925_ewm14', 'temperature_h00_lvl925_ewm30', 'temperature_h00_lvl1000_ewm3', 'temperature_h00_lvl1000_ewm7', 'temperature_h00_lvl1000_ewm14', 'temperature_h00_lvl1000_ewm30', 'temperature_h00_lvl850_mean5', 'temperature_h00_lvl850_std5', 'temperature_h00_lvl1000_mean5', 'temperature_h00_lvl1000_std5', 'temperature_h00_lvl850_grad_lat', 'temperature_h00_lvl850_grad_lon', 'temperature_h00_lvl850_grad_mag', 'temperature_h00_lvl1000_grad_lat', 'temperature_h00_lvl1000_grad_lon', 'temperature_h00_lvl1000_grad_mag', 'temperature_h00_lvl850_diff1', 'temperature_h00_lvl850_diff3', 'temperature_h00_lvl850_diff7', 'temperature_h00_lvl850_diff14', 'temperature_h00_lvl850_diff30', 'temperature_h00_lvl1000_diff1', 'temperature_h00_lvl1000_diff3', 'temperature_h00_lvl1000_diff7', 'temperature_h00_lvl1000_diff14', 'temperature_h00_lvl1000_diff30']",False,,,59,0.39894020054515217,0.3820920983186308,0.417342653023409,0.7991690106305765,COMPLETE
83,0.3762292545255505,2025-12-05 23:08:13.681145,2025-12-05 23:08:31.344402,0 days 00:00:17.663257,0.9405140182888178,Bayesian,5.883283271714955,0.5008805428388974,5,Lossguide,650,0.4886766277344274,0.18955205753669124,,,,,33.0,97,True,False,0.5008805428388974,"['geopotential_h00_lvl850', 'specific_humidity_h00_lvl850', 'u_component_of_wind_h00_lvl850', 'u_component_of_wind_h00_lvl1000', 'v_component_of_wind_h00_lvl850', 'v_component_of_wind_h00_lvl1000', 'temperature_h00_lvl850', 'temperature_h00_lvl925', 'temperature_h00_lvl1000', 'anor', 'isor', 'z', 'sdfor', 'sdor', 'month', 'day_of_year', 'sin_annual', 'cos_annual', 'temperature_h00_lvl850_lag1', 'temperature_h00_lvl850_lag3', 'temperature_h00_lvl850_lag7', 'temperature_h00_lvl925_lag1', 'temperature_h00_lvl925_lag3', 'temperature_h00_lvl925_lag7', 'temperature_h00_lvl1000_lag1', 'temperature_h00_lvl1000_lag3', 'temperature_h00_lvl1000_lag7', 'temperature_h00_lvl850_ewm3', 'temperature_h00_lvl850_ewm7', 'temperature_h00_lvl850_ewm14', 'temperature_h00_lvl850_ewm30', 'temperature_h00_lvl925_ewm3', 'temperature_h00_lvl925_ewm7', 'temperature_h00_lvl925_ewm14', 'temperature_h00_lvl925_ewm30', 'temperature_h00_lvl1000_ewm3', 'temperature_h00_lvl1000_ewm7', 'temperature_h00_lvl1000_ewm14', 'temperature_h00_lvl1000_ewm30', 'temperature_h00_lvl850_mean5', 'temperature_h00_lvl850_std5', 'temperature_h00_lvl1000_mean5', 'temperature_h00_lvl1000_std5', 'temperature_h00_lvl850_grad_lat', 'temperature_h00_lvl850_grad_lon', 'temperature_h00_lvl850_grad_mag', 'temperature_h00_lvl1000_grad_lat', 'temperature_h00_lvl1000_grad_lon', 'temperature_h00_lvl1000_grad_mag', 'temperature_h00_lvl850_diff1', 'temperature_h00_lvl850_diff3', 'temperature_h00_lvl850_diff7', 'temperature_h00_lvl850_diff14', 'temperature_h00_lvl850_diff30', 'temperature_h00_lvl1000_diff1', 'temperature_h00_lvl1000_diff3', 'temperature_h00_lvl1000_diff7', 'temperature_h00_lvl1000_diff14', 'temperature_h00_lvl1000_diff30']",False,,,59,0.3762292545255505,0.34122462317031277,0.4192367873834181,0.7871674125752961,COMPLETE
84,0.38725812474688237,2025-12-05 23:08:31.418316,2025-12-05 23:08:49.592759,0 days 00:00:18.174443,0.8589810849099097,Bayesian,5.358104541498531,0.5284059569869334,6,Lossguide,650,0.8020301277584312,0.13643821687346872,,,,,41.0,94,True,False,0.5284059569869334,"['geopotential_h00_lvl850', 'specific_humidity_h00_lvl850', 'u_component_of_wind_h00_lvl850', 'u_component_of_wind_h00_lvl1000', 'v_component_of_wind_h00_lvl850', 'v_component_of_wind_h00_lvl1000', 'temperature_h00_lvl850', 'temperature_h00_lvl925', 'temperature_h00_lvl1000', 'anor', 'isor', 'z', 'sdfor', 'sdor', 'month', 'day_of_year', 'sin_annual', 'cos_annual', 'temperature_h00_lvl850_lag1', 'temperature_h00_lvl850_lag3', 'temperature_h00_lvl850_lag7', 'temperature_h00_lvl925_lag1', 'temperature_h00_lvl925_lag3', 'temperature_h00_lvl925_lag7', 'temperature_h00_lvl1000_lag1', 'temperature_h00_lvl1000_lag3', 'temperature_h00_lvl1000_lag7', 'temperature_h00_lvl850_ewm3', 'temperature_h00_lvl850_ewm7', 'temperature_h00_lvl850_ewm14', 'temperature_h00_lvl850_ewm30', 'temperature_h00_lvl925_ewm3', 'temperature_h00_lvl925_ewm7', 'temperature_h00_lvl925_ewm14', 'temperature_h00_lvl925_ewm30', 'temperature_h00_lvl1000_ewm3', 'temperature_h00_lvl1000_ewm7', 'temperature_h00_lvl1000_ewm14', 'temperature_h00_lvl1000_ewm30', 'temperature_h00_lvl850_mean5', 'temperature_h00_lvl850_std5', 'temperature_h00_lvl1000_mean5', 'temperature_h00_lvl1000_std5', 'temperature_h00_lvl850_grad_lat', 'temperature_h00_lvl850_grad_lon', 'temperature_h00_lvl850_grad_mag', 'temperature_h00_lvl1000_grad_lat', 'temperature_h00_lvl1000_grad_lon', 'temperature_h00_lvl1000_grad_mag', 'temperature_h00_lvl850_diff1', 'temperature_h00_lvl850_diff3', 'temperature_h00_lvl850_diff7', 'temperature_h00_lvl850_diff14', 'temperature_h00_lvl850_diff30', 'temperature_h00_lvl1000_diff1', 'temperature_h00_lvl1000_diff3', 'temperature_h00_lvl1000_diff7', 'temperature_h00_lvl1000_diff14', 'temperature_h00_lvl1000_diff30']",False,,,59,0.38725812474688237,0.39591018099304204,0.3789761380247473,0.8006110830713622,COMPLETE
85,0.3941487603305785,2025-12-05 23:08:49.733513,2025-12-05 23:09:06.449688,0 days 00:00:16.716175,1.0246976561164838,Bayesian,5.243178061014287,0.5275679177945434,6,Lossguide,550,0.6131358393838136,0.1387443568347214,,,,,24.0,93,True,False,0.5275679177945434,"['geopotential_h00_lvl850', 'specific_humidity_h00_lvl850', 'u_component_of_wind_h00_lvl850', 'u_component_of_wind_h00_lvl1000', 'v_component_of_wind_h00_lvl850', 'v_component_of_wind_h00_lvl1000', 'temperature_h00_lvl850', 'temperature_h00_lvl925', 'temperature_h00_lvl1000', 'anor', 'isor', 'z', 'sdfor', 'sdor', 'month', 'day_of_year', 'sin_annual', 'cos_annual', 'temperature_h00_lvl850_lag1', 'temperature_h00_lvl850_lag3', 'temperature_h00_lvl850_lag7', 'temperature_h00_lvl925_lag1', 'temperature_h00_lvl925_lag3', 'temperature_h00_lvl925_lag7', 'temperature_h00_lvl1000_lag1', 'temperature_h00_lvl1000_lag3', 'temperature_h00_lvl1000_lag7', 'temperature_h00_lvl850_ewm3', 'temperature_h00_lvl850_ewm7', 'temperature_h00_lvl850_ewm14', 'temperature_h00_lvl850_ewm30', 'temperature_h00_lvl925_ewm3', 'temperature_h00_lvl925_ewm7', 'temperature_h00_lvl925_ewm14', 'temperature_h00_lvl925_ewm30', 'temperature_h00_lvl1000_ewm3', 'temperature_h00_lvl1000_ewm7', 'temperature_h00_lvl1000_ewm14', 'temperature_h00_lvl1000_ewm30', 'temperature_h00_lvl850_mean5', 'temperature_h00_lvl850_std5', 'temperature_h00_lvl1000_mean5', 'temperature_h00_lvl1000_std5', 'temperature_h00_lvl850_grad_lat', 'temperature_h00_lvl850_grad_lon', 'temperature_h00_lvl850_grad_mag', 'temperature_h00_lvl1000_grad_lat', 'temperature_h00_lvl1000_grad_lon', 'temperature_h00_lvl1000_grad_mag', 'temperature_h00_lvl850_diff1', 'temperature_h00_lvl850_diff3', 'temperature_h00_lvl850_diff7', 'temperature_h00_lvl850_diff14', 'temperature_h00_lvl850_diff30', 'temperature_h00_lvl1000_diff1', 'temperature_h00_lvl1000_diff3', 'temperature_h00_lvl1000_diff7', 'temperature_h00_lvl1000_diff14', 'temperature_h00_lvl1000_diff30']",False,,,59,0.3941487603305785,0.4240143199222362,0.36821354306067405,0.7946935405346458,COMPLETE
86,0.3942464004539329,2025-12-05 23:09:06.521013,2025-12-05 23:09:23.618303,0 days 00:00:17.097290,1.0195347572391043,Bayesian,5.208183362562807,0.5646129548078147,7,Lossguide,550,0.6404817917674132,0.13399094672079623,,,,,24.0,92,True,False,0.5646129548078147,"['geopotential_h00_lvl850', 'specific_humidity_h00_lvl850', 'u_component_of_wind_h00_lvl850', 'u_component_of_wind_h00_lvl1000', 'v_component_of_wind_h00_lvl850', 'v_component_of_wind_h00_lvl1000', 'temperature_h00_lvl850', 'temperature_h00_lvl925', 'temperature_h00_lvl1000', 'anor', 'isor', 'z', 'sdfor', 'sdor', 'month', 'day_of_year', 'sin_annual', 'cos_annual', 'temperature_h00_lvl850_lag1', 'temperature_h00_lvl850_lag3', 'temperature_h00_lvl850_lag7', 'temperature_h00_lvl925_lag1', 'temperature_h00_lvl925_lag3', 'temperature_h00_lvl925_lag7', 'temperature_h00_lvl1000_lag1', 'temperature_h00_lvl1000_lag3', 'temperature_h00_lvl1000_lag7', 'temperature_h00_lvl850_ewm3', 'temperature_h00_lvl850_ewm7', 'temperature_h00_lvl850_ewm14', 'temperature_h00_lvl850_ewm30', 'temperature_h00_lvl925_ewm3', 'temperature_h00_lvl925_ewm7', 'temperature_h00_lvl925_ewm14', 'temperature_h00_lvl925_ewm30', 'temperature_h00_lvl1000_ewm3', 'temperature_h00_lvl1000_ewm7', 'temperature_h00_lvl1000_ewm14', 'temperature_h00_lvl1000_ewm30', 'temperature_h00_lvl850_mean5', 'temperature_h00_lvl850_std5', 'temperature_h00_lvl1000_mean5', 'temperature_h00_lvl1000_std5', 'temperature_h00_lvl850_grad_lat', 'temperature_h00_lvl850_grad_lon', 'temperature_h00_lvl850_grad_mag', 'temperature_h00_lvl1000_grad_lat', 'temperature_h00_lvl1000_grad_lon', 'temperature_h00_lvl1000_grad_mag', 'temperature_h00_lvl850_diff1', 'temperature_h00_lvl850_diff3', 'temperature_h00_lvl850_diff7', 'temperature_h00_lvl850_diff14', 'temperature_h00_lvl850_diff30', 'temperature_h00_lvl1000_diff1', 'temperature_h00_lvl1000_diff3', 'temperature_h00_lvl1000_diff7', 'temperature_h00_lvl1000_diff14', 'temperature_h00_lvl1000_diff30']",False,,,59,0.3942464004539329,0.43922220606734896,0.35762594964073213,0.7998517507849168,COMPLETE
87,0.0,2025-12-05 23:09:23.692677,2025-12-05 23:09:36.846198,0 days 00:00:13.153521,1.065254850815154,Bayesian,6.580200766917107,0.5660384730872277,7,Lossguide,450,0.6069885956754378,0.09084872245085275,,,,,25.0,97,True,False,0.5660384730872277,"['geopotential_h00_lvl850', 'specific_humidity_h00_lvl850', 'u_component_of_wind_h00_lvl850', 'u_component_of_wind_h00_lvl1000', 'v_component_of_wind_h00_lvl850', 'v_component_of_wind_h00_lvl1000', 'temperature_h00_lvl850', 'temperature_h00_lvl925', 'temperature_h00_lvl1000', 'anor', 'isor', 'z', 'sdfor', 'sdor', 'month', 'day_of_year', 'sin_annual', 'cos_annual', 'temperature_h00_lvl850_lag1', 'temperature_h00_lvl850_lag3', 'temperature_h00_lvl850_lag7', 'temperature_h00_lvl925_lag1', 'temperature_h00_lvl925_lag3', 'temperature_h00_lvl925_lag7', 'temperature_h00_lvl1000_lag1', 'temperature_h00_lvl1000_lag3', 'temperature_h00_lvl1000_lag7', 'temperature_h00_lvl850_ewm3', 'temperature_h00_lvl850_ewm7', 'temperature_h00_lvl850_ewm14', 'temperature_h00_lvl850_ewm30', 'temperature_h00_lvl925_ewm3', 'temperature_h00_lvl925_ewm7', 'temperature_h00_lvl925_ewm14', 'temperature_h00_lvl925_ewm30', 'temperature_h00_lvl1000_ewm3', 'temperature_h00_lvl1000_ewm7', 'temperature_h00_lvl1000_ewm14', 'temperature_h00_lvl1000_ewm30', 'temperature_h00_lvl850_mean5', 'temperature_h00_lvl850_std5', 'temperature_h00_lvl1000_mean5', 'temperature_h00_lvl1000_std5', 'temperature_h00_lvl850_grad_lat', 'temperature_h00_lvl850_grad_lon', 'temperature_h00_lvl850_grad_mag', 'temperature_h00_lvl1000_grad_lat', 'temperature_h00_lvl1000_grad_lon', 'temperature_h00_lvl1000_grad_mag', 'temperature_h00_lvl850_diff1', 'temperature_h00_lvl850_diff3', 'temperature_h00_lvl850_diff7', 'temperature_h00_lvl850_diff14', 'temperature_h00_lvl850_diff30', 'temperature_h00_lvl1000_diff1', 'temperature_h00_lvl1000_diff3', 'temperature_h00_lvl1000_diff7', 'temperature_h00_lvl1000_diff14', 'temperature_h00_lvl1000_diff30']",False,,,59,0.0,0.0,0.0,0.7516050066047415,COMPLETE
