number,value,datetime_start,datetime_complete,duration,params_bagging_temperature,params_bootstrap_type,params_class_weight_ratio,params_decision_threshold,params_depth,params_grow_policy,params_iterations,params_l2_leaf_reg,params_learning_rate,params_ls_spatial_radius,params_ls_spatial_sigma,params_ls_temporal_radius,params_ls_temporal_sigma,params_max_leaves,params_min_data_in_leaf,params_use_class_weights,params_use_label_smoothing,user_attrs_decision_threshold,user_attrs_features,user_attrs_label_smoothing,user_attrs_ls_spatial_sigma,user_attrs_ls_temporal_sigma,user_attrs_n_features,user_attrs_val_f1,user_attrs_val_precision,user_attrs_val_recall,user_attrs_val_roc_auc,state
23,0.3259313635529455,2025-12-05 22:41:16.272066,2025-12-05 22:41:38.997033,0 days 00:00:22.724967,,Bernoulli,,0.355226573219401,4,SymmetricTree,350,0.30219409874978836,0.17842717855704723,,,,,,2,False,False,0.355226573219401,"['geopotential_h00_lvl850', 'specific_humidity_h00_lvl850', 'u_component_of_wind_h00_lvl850', 'u_component_of_wind_h00_lvl1000', 'v_component_of_wind_h00_lvl850', 'v_component_of_wind_h00_lvl1000', 'temperature_h00_lvl850', 'temperature_h00_lvl925', 'temperature_h00_lvl1000', 'anor', 'isor', 'z', 'sdfor', 'sdor', 'month', 'day_of_year', 'sin_annual', 'cos_annual', 'temperature_h00_lvl850_lag1', 'temperature_h00_lvl850_lag3', 'temperature_h00_lvl850_lag7', 'temperature_h00_lvl925_lag1', 'temperature_h00_lvl925_lag3', 'temperature_h00_lvl925_lag7', 'temperature_h00_lvl1000_lag1', 'temperature_h00_lvl1000_lag3', 'temperature_h00_lvl1000_lag7', 'temperature_h00_lvl850_ewm3', 'temperature_h00_lvl850_ewm7', 'temperature_h00_lvl850_ewm14', 'temperature_h00_lvl850_ewm30', 'temperature_h00_lvl925_ewm3', 'temperature_h00_lvl925_ewm7', 'temperature_h00_lvl925_ewm14', 'temperature_h00_lvl925_ewm30', 'temperature_h00_lvl1000_ewm3', 'temperature_h00_lvl1000_ewm7', 'temperature_h00_lvl1000_ewm14', 'temperature_h00_lvl1000_ewm30', 'temperature_h00_lvl850_mean5', 'temperature_h00_lvl850_std5', 'temperature_h00_lvl1000_mean5', 'temperature_h00_lvl1000_std5', 'temperature_h00_lvl850_grad_lat', 'temperature_h00_lvl850_grad_lon', 'temperature_h00_lvl850_grad_mag', 'temperature_h00_lvl1000_grad_lat', 'temperature_h00_lvl1000_grad_lon', 'temperature_h00_lvl1000_grad_mag', 'temperature_h00_lvl850_diff1', 'temperature_h00_lvl850_diff3', 'temperature_h00_lvl850_diff7', 'temperature_h00_lvl850_diff14', 'temperature_h00_lvl850_diff30', 'temperature_h00_lvl1000_diff1', 'temperature_h00_lvl1000_diff3', 'temperature_h00_lvl1000_diff7', 'temperature_h00_lvl1000_diff14', 'temperature_h00_lvl1000_diff30']",False,,,59,0.3259313635529455,0.5680219021057749,0.22853142821848427,0.7950876255623271,COMPLETE
24,0.30053694845217765,2025-12-05 22:41:39.066216,2025-12-05 22:42:01.217273,0 days 00:00:22.151057,,Bernoulli,,0.3966277418206088,5,SymmetricTree,550,0.10182372317419508,0.11344795980969669,,,,,,30,False,False,0.3966277418206088,"['geopotential_h00_lvl850', 'specific_humidity_h00_lvl850', 'u_component_of_wind_h00_lvl850', 'u_component_of_wind_h00_lvl1000', 'v_component_of_wind_h00_lvl850', 'v_component_of_wind_h00_lvl1000', 'temperature_h00_lvl850', 'temperature_h00_lvl925', 'temperature_h00_lvl1000', 'anor', 'isor', 'z', 'sdfor', 'sdor', 'month', 'day_of_year', 'sin_annual', 'cos_annual', 'temperature_h00_lvl850_lag1', 'temperature_h00_lvl850_lag3', 'temperature_h00_lvl850_lag7', 'temperature_h00_lvl925_lag1', 'temperature_h00_lvl925_lag3', 'temperature_h00_lvl925_lag7', 'temperature_h00_lvl1000_lag1', 'temperature_h00_lvl1000_lag3', 'temperature_h00_lvl1000_lag7', 'temperature_h00_lvl850_ewm3', 'temperature_h00_lvl850_ewm7', 'temperature_h00_lvl850_ewm14', 'temperature_h00_lvl850_ewm30', 'temperature_h00_lvl925_ewm3', 'temperature_h00_lvl925_ewm7', 'temperature_h00_lvl925_ewm14', 'temperature_h00_lvl925_ewm30', 'temperature_h00_lvl1000_ewm3', 'temperature_h00_lvl1000_ewm7', 'temperature_h00_lvl1000_ewm14', 'temperature_h00_lvl1000_ewm30', 'temperature_h00_lvl850_mean5', 'temperature_h00_lvl850_std5', 'temperature_h00_lvl1000_mean5', 'temperature_h00_lvl1000_std5', 'temperature_h00_lvl850_grad_lat', 'temperature_h00_lvl850_grad_lon', 'temperature_h00_lvl850_grad_mag', 'temperature_h00_lvl1000_grad_lat', 'temperature_h00_lvl1000_grad_lon', 'temperature_h00_lvl1000_grad_mag', 'temperature_h00_lvl850_diff1', 'temperature_h00_lvl850_diff3', 'temperature_h00_lvl850_diff7', 'temperature_h00_lvl850_diff14', 'temperature_h00_lvl850_diff30', 'temperature_h00_lvl1000_diff1', 'temperature_h00_lvl1000_diff3', 'temperature_h00_lvl1000_diff7', 'temperature_h00_lvl1000_diff14', 'temperature_h00_lvl1000_diff30']",False,,,59,0.30053694845217765,0.5984189116586077,0.20065471165922052,0.7974279877609911,COMPLETE
25,0.3543947347595558,2025-12-05 22:42:01.279256,2025-12-05 22:42:25.180015,0 days 00:00:23.900759,,Bernoulli,,0.3050067178690012,4,SymmetricTree,650,0.1588071519292452,0.2872899605492365,,,,,,19,False,False,0.3050067178690012,"['geopotential_h00_lvl850', 'specific_humidity_h00_lvl850', 'u_component_of_wind_h00_lvl850', 'u_component_of_wind_h00_lvl1000', 'v_component_of_wind_h00_lvl850', 'v_component_of_wind_h00_lvl1000', 'temperature_h00_lvl850', 'temperature_h00_lvl925', 'temperature_h00_lvl1000', 'anor', 'isor', 'z', 'sdfor', 'sdor', 'month', 'day_of_year', 'sin_annual', 'cos_annual', 'temperature_h00_lvl850_lag1', 'temperature_h00_lvl850_lag3', 'temperature_h00_lvl850_lag7', 'temperature_h00_lvl925_lag1', 'temperature_h00_lvl925_lag3', 'temperature_h00_lvl925_lag7', 'temperature_h00_lvl1000_lag1', 'temperature_h00_lvl1000_lag3', 'temperature_h00_lvl1000_lag7', 'temperature_h00_lvl850_ewm3', 'temperature_h00_lvl850_ewm7', 'temperature_h00_lvl850_ewm14', 'temperature_h00_lvl850_ewm30', 'temperature_h00_lvl925_ewm3', 'temperature_h00_lvl925_ewm7', 'temperature_h00_lvl925_ewm14', 'temperature_h00_lvl925_ewm30', 'temperature_h00_lvl1000_ewm3', 'temperature_h00_lvl1000_ewm7', 'temperature_h00_lvl1000_ewm14', 'temperature_h00_lvl1000_ewm30', 'temperature_h00_lvl850_mean5', 'temperature_h00_lvl850_std5', 'temperature_h00_lvl1000_mean5', 'temperature_h00_lvl1000_std5', 'temperature_h00_lvl850_grad_lat', 'temperature_h00_lvl850_grad_lon', 'temperature_h00_lvl850_grad_mag', 'temperature_h00_lvl1000_grad_lat', 'temperature_h00_lvl1000_grad_lon', 'temperature_h00_lvl1000_grad_mag', 'temperature_h00_lvl850_diff1', 'temperature_h00_lvl850_diff3', 'temperature_h00_lvl850_diff7', 'temperature_h00_lvl850_diff14', 'temperature_h00_lvl850_diff30', 'temperature_h00_lvl1000_diff1', 'temperature_h00_lvl1000_diff3', 'temperature_h00_lvl1000_diff7', 'temperature_h00_lvl1000_diff14', 'temperature_h00_lvl1000_diff30']",False,,,59,0.3543947347595558,0.49307263184937794,0.2766002347079533,0.7939550906140376,COMPLETE
26,0.3700140787880858,2025-12-05 22:42:25.247153,2025-12-05 22:42:42.291533,0 days 00:00:17.044380,,Bernoulli,3.6883872621070877,0.3409844054834329,4,SymmetricTree,750,0.26263260487085727,0.29580898717262666,,,,,,23,True,False,0.3409844054834329,"['geopotential_h00_lvl850', 'specific_humidity_h00_lvl850', 'u_component_of_wind_h00_lvl850', 'u_component_of_wind_h00_lvl1000', 'v_component_of_wind_h00_lvl850', 'v_component_of_wind_h00_lvl1000', 'temperature_h00_lvl850', 'temperature_h00_lvl925', 'temperature_h00_lvl1000', 'anor', 'isor', 'z', 'sdfor', 'sdor', 'month', 'day_of_year', 'sin_annual', 'cos_annual', 'temperature_h00_lvl850_lag1', 'temperature_h00_lvl850_lag3', 'temperature_h00_lvl850_lag7', 'temperature_h00_lvl925_lag1', 'temperature_h00_lvl925_lag3', 'temperature_h00_lvl925_lag7', 'temperature_h00_lvl1000_lag1', 'temperature_h00_lvl1000_lag3', 'temperature_h00_lvl1000_lag7', 'temperature_h00_lvl850_ewm3', 'temperature_h00_lvl850_ewm7', 'temperature_h00_lvl850_ewm14', 'temperature_h00_lvl850_ewm30', 'temperature_h00_lvl925_ewm3', 'temperature_h00_lvl925_ewm7', 'temperature_h00_lvl925_ewm14', 'temperature_h00_lvl925_ewm30', 'temperature_h00_lvl1000_ewm3', 'temperature_h00_lvl1000_ewm7', 'temperature_h00_lvl1000_ewm14', 'temperature_h00_lvl1000_ewm30', 'temperature_h00_lvl850_mean5', 'temperature_h00_lvl850_std5', 'temperature_h00_lvl1000_mean5', 'temperature_h00_lvl1000_std5', 'temperature_h00_lvl850_grad_lat', 'temperature_h00_lvl850_grad_lon', 'temperature_h00_lvl850_grad_mag', 'temperature_h00_lvl1000_grad_lat', 'temperature_h00_lvl1000_grad_lon', 'temperature_h00_lvl1000_grad_mag', 'temperature_h00_lvl850_diff1', 'temperature_h00_lvl850_diff3', 'temperature_h00_lvl850_diff7', 'temperature_h00_lvl850_diff14', 'temperature_h00_lvl850_diff30', 'temperature_h00_lvl1000_diff1', 'temperature_h00_lvl1000_diff3', 'temperature_h00_lvl1000_diff7', 'temperature_h00_lvl1000_diff14', 'temperature_h00_lvl1000_diff30']",False,,,59,0.3700140787880858,0.29302779864763334,0.5018683988388133,0.7951341584090499,COMPLETE
27,0.34602972715156516,2025-12-05 22:42:42.360754,2025-12-05 22:44:31.086373,0 days 00:01:48.725619,,Bernoulli,,0.3349971209750362,4,SymmetricTree,750,0.2439646930951364,0.2974880461375244,3.0,0.5150399524110368,5.0,2.3874602296876968,,37,False,True,0.3349971209750362,"['geopotential_h00_lvl850', 'specific_humidity_h00_lvl850', 'u_component_of_wind_h00_lvl850', 'u_component_of_wind_h00_lvl1000', 'v_component_of_wind_h00_lvl850', 'v_component_of_wind_h00_lvl1000', 'temperature_h00_lvl850', 'temperature_h00_lvl925', 'temperature_h00_lvl1000', 'anor', 'isor', 'z', 'sdfor', 'sdor', 'month', 'day_of_year', 'sin_annual', 'cos_annual', 'temperature_h00_lvl850_lag1', 'temperature_h00_lvl850_lag3', 'temperature_h00_lvl850_lag7', 'temperature_h00_lvl925_lag1', 'temperature_h00_lvl925_lag3', 'temperature_h00_lvl925_lag7', 'temperature_h00_lvl1000_lag1', 'temperature_h00_lvl1000_lag3', 'temperature_h00_lvl1000_lag7', 'temperature_h00_lvl850_ewm3', 'temperature_h00_lvl850_ewm7', 'temperature_h00_lvl850_ewm14', 'temperature_h00_lvl850_ewm30', 'temperature_h00_lvl925_ewm3', 'temperature_h00_lvl925_ewm7', 'temperature_h00_lvl925_ewm14', 'temperature_h00_lvl925_ewm30', 'temperature_h00_lvl1000_ewm3', 'temperature_h00_lvl1000_ewm7', 'temperature_h00_lvl1000_ewm14', 'temperature_h00_lvl1000_ewm30', 'temperature_h00_lvl850_mean5', 'temperature_h00_lvl850_std5', 'temperature_h00_lvl1000_mean5', 'temperature_h00_lvl1000_std5', 'temperature_h00_lvl850_grad_lat', 'temperature_h00_lvl850_grad_lon', 'temperature_h00_lvl850_grad_mag', 'temperature_h00_lvl1000_grad_lat', 'temperature_h00_lvl1000_grad_lon', 'temperature_h00_lvl1000_grad_mag', 'temperature_h00_lvl850_diff1', 'temperature_h00_lvl850_diff3', 'temperature_h00_lvl850_diff7', 'temperature_h00_lvl850_diff14', 'temperature_h00_lvl850_diff30', 'temperature_h00_lvl1000_diff1', 'temperature_h00_lvl1000_diff3', 'temperature_h00_lvl1000_diff7', 'temperature_h00_lvl1000_diff14', 'temperature_h00_lvl1000_diff30']",True,0.5150399524110368,2.3874602296876968,59,0.34602972715156516,0.5047168880380509,0.26325894052006343,0.789426460520436,COMPLETE
28,0.18044143529160456,2025-12-05 22:44:31.159932,2025-12-05 22:44:44.006780,0 days 00:00:12.846848,,No,3.707201814081772,0.3541482927006011,9,Depthwise,650,0.16300089195937917,0.01962366714971535,,,,,,23,True,False,0.3541482927006011,"['geopotential_h00_lvl850', 'specific_humidity_h00_lvl850', 'u_component_of_wind_h00_lvl850', 'u_component_of_wind_h00_lvl1000', 'v_component_of_wind_h00_lvl850', 'v_component_of_wind_h00_lvl1000', 'temperature_h00_lvl850', 'temperature_h00_lvl925', 'temperature_h00_lvl1000', 'anor', 'isor', 'z', 'sdfor', 'sdor', 'month', 'day_of_year', 'sin_annual', 'cos_annual', 'temperature_h00_lvl850_lag1', 'temperature_h00_lvl850_lag3', 'temperature_h00_lvl850_lag7', 'temperature_h00_lvl925_lag1', 'temperature_h00_lvl925_lag3', 'temperature_h00_lvl925_lag7', 'temperature_h00_lvl1000_lag1', 'temperature_h00_lvl1000_lag3', 'temperature_h00_lvl1000_lag7', 'temperature_h00_lvl850_ewm3', 'temperature_h00_lvl850_ewm7', 'temperature_h00_lvl850_ewm14', 'temperature_h00_lvl850_ewm30', 'temperature_h00_lvl925_ewm3', 'temperature_h00_lvl925_ewm7', 'temperature_h00_lvl925_ewm14', 'temperature_h00_lvl925_ewm30', 'temperature_h00_lvl1000_ewm3', 'temperature_h00_lvl1000_ewm7', 'temperature_h00_lvl1000_ewm14', 'temperature_h00_lvl1000_ewm30', 'temperature_h00_lvl850_mean5', 'temperature_h00_lvl850_std5', 'temperature_h00_lvl1000_mean5', 'temperature_h00_lvl1000_std5', 'temperature_h00_lvl850_grad_lat', 'temperature_h00_lvl850_grad_lon', 'temperature_h00_lvl850_grad_mag', 'temperature_h00_lvl1000_grad_lat', 'temperature_h00_lvl1000_grad_lon', 'temperature_h00_lvl1000_grad_mag', 'temperature_h00_lvl850_diff1', 'temperature_h00_lvl850_diff3', 'temperature_h00_lvl850_diff7', 'temperature_h00_lvl850_diff14', 'temperature_h00_lvl850_diff30', 'temperature_h00_lvl1000_diff1', 'temperature_h00_lvl1000_diff3', 'temperature_h00_lvl1000_diff7', 'temperature_h00_lvl1000_diff14', 'temperature_h00_lvl1000_diff30']",False,,,59,0.18044143529160456,0.09916769857887059,1.0,0.7531899344627684,COMPLETE
29,0.18044143529160456,2025-12-05 22:44:44.080353,2025-12-05 22:44:57.370384,0 days 00:00:13.290031,0.9507077854867694,Bayesian,,0.3762991434160605,6,Lossguide,750,0.1654979840368449,0.0032323020894490006,,,,,106.0,33,False,False,0.3762991434160605,"['geopotential_h00_lvl850', 'specific_humidity_h00_lvl850', 'u_component_of_wind_h00_lvl850', 'u_component_of_wind_h00_lvl1000', 'v_component_of_wind_h00_lvl850', 'v_component_of_wind_h00_lvl1000', 'temperature_h00_lvl850', 'temperature_h00_lvl925', 'temperature_h00_lvl1000', 'anor', 'isor', 'z', 'sdfor', 'sdor', 'month', 'day_of_year', 'sin_annual', 'cos_annual', 'temperature_h00_lvl850_lag1', 'temperature_h00_lvl850_lag3', 'temperature_h00_lvl850_lag7', 'temperature_h00_lvl925_lag1', 'temperature_h00_lvl925_lag3', 'temperature_h00_lvl925_lag7', 'temperature_h00_lvl1000_lag1', 'temperature_h00_lvl1000_lag3', 'temperature_h00_lvl1000_lag7', 'temperature_h00_lvl850_ewm3', 'temperature_h00_lvl850_ewm7', 'temperature_h00_lvl850_ewm14', 'temperature_h00_lvl850_ewm30', 'temperature_h00_lvl925_ewm3', 'temperature_h00_lvl925_ewm7', 'temperature_h00_lvl925_ewm14', 'temperature_h00_lvl925_ewm30', 'temperature_h00_lvl1000_ewm3', 'temperature_h00_lvl1000_ewm7', 'temperature_h00_lvl1000_ewm14', 'temperature_h00_lvl1000_ewm30', 'temperature_h00_lvl850_mean5', 'temperature_h00_lvl850_std5', 'temperature_h00_lvl1000_mean5', 'temperature_h00_lvl1000_std5', 'temperature_h00_lvl850_grad_lat', 'temperature_h00_lvl850_grad_lon', 'temperature_h00_lvl850_grad_mag', 'temperature_h00_lvl1000_grad_lat', 'temperature_h00_lvl1000_grad_lon', 'temperature_h00_lvl1000_grad_mag', 'temperature_h00_lvl850_diff1', 'temperature_h00_lvl850_diff3', 'temperature_h00_lvl850_diff7', 'temperature_h00_lvl850_diff14', 'temperature_h00_lvl850_diff30', 'temperature_h00_lvl1000_diff1', 'temperature_h00_lvl1000_diff3', 'temperature_h00_lvl1000_diff7', 'temperature_h00_lvl1000_diff14', 'temperature_h00_lvl1000_diff30']",False,,,59,0.18044143529160456,0.09916769857887059,1.0,0.7549098781115696,COMPLETE
30,0.29289579060455123,2025-12-05 22:44:57.449994,2025-12-05 22:45:17.196703,0 days 00:00:19.746709,,Bernoulli,,0.40639578907713453,4,SymmetricTree,650,0.23945570968176946,0.15653882525202442,,,,,,45,False,False,0.40639578907713453,"['geopotential_h00_lvl850', 'specific_humidity_h00_lvl850', 'u_component_of_wind_h00_lvl850', 'u_component_of_wind_h00_lvl1000', 'v_component_of_wind_h00_lvl850', 'v_component_of_wind_h00_lvl1000', 'temperature_h00_lvl850', 'temperature_h00_lvl925', 'temperature_h00_lvl1000', 'anor', 'isor', 'z', 'sdfor', 'sdor', 'month', 'day_of_year', 'sin_annual', 'cos_annual', 'temperature_h00_lvl850_lag1', 'temperature_h00_lvl850_lag3', 'temperature_h00_lvl850_lag7', 'temperature_h00_lvl925_lag1', 'temperature_h00_lvl925_lag3', 'temperature_h00_lvl925_lag7', 'temperature_h00_lvl1000_lag1', 'temperature_h00_lvl1000_lag3', 'temperature_h00_lvl1000_lag7', 'temperature_h00_lvl850_ewm3', 'temperature_h00_lvl850_ewm7', 'temperature_h00_lvl850_ewm14', 'temperature_h00_lvl850_ewm30', 'temperature_h00_lvl925_ewm3', 'temperature_h00_lvl925_ewm7', 'temperature_h00_lvl925_ewm14', 'temperature_h00_lvl925_ewm30', 'temperature_h00_lvl1000_ewm3', 'temperature_h00_lvl1000_ewm7', 'temperature_h00_lvl1000_ewm14', 'temperature_h00_lvl1000_ewm30', 'temperature_h00_lvl850_mean5', 'temperature_h00_lvl850_std5', 'temperature_h00_lvl1000_mean5', 'temperature_h00_lvl1000_std5', 'temperature_h00_lvl850_grad_lat', 'temperature_h00_lvl850_grad_lon', 'temperature_h00_lvl850_grad_mag', 'temperature_h00_lvl1000_grad_lat', 'temperature_h00_lvl1000_grad_lon', 'temperature_h00_lvl1000_grad_mag', 'temperature_h00_lvl850_diff1', 'temperature_h00_lvl850_diff3', 'temperature_h00_lvl850_diff7', 'temperature_h00_lvl850_diff14', 'temperature_h00_lvl850_diff30', 'temperature_h00_lvl1000_diff1', 'temperature_h00_lvl1000_diff3', 'temperature_h00_lvl1000_diff7', 'temperature_h00_lvl1000_diff14', 'temperature_h00_lvl1000_diff30']",False,,,59,0.29289579060455123,0.6076575189249648,0.1929494966132054,0.7916191592447837,COMPLETE
31,0.37179072647220696,2025-12-05 22:45:17.279401,2025-12-05 22:45:33.692125,0 days 00:00:16.412724,,Bernoulli,3.7845921594017793,0.3217065082673625,4,SymmetricTree,750,0.44836884673390426,0.23785646197744126,,,,,,8,True,False,0.3217065082673625,"['geopotential_h00_lvl850', 'specific_humidity_h00_lvl850', 'u_component_of_wind_h00_lvl850', 'u_component_of_wind_h00_lvl1000', 'v_component_of_wind_h00_lvl850', 'v_component_of_wind_h00_lvl1000', 'temperature_h00_lvl850', 'temperature_h00_lvl925', 'temperature_h00_lvl1000', 'anor', 'isor', 'z', 'sdfor', 'sdor', 'month', 'day_of_year', 'sin_annual', 'cos_annual', 'temperature_h00_lvl850_lag1', 'temperature_h00_lvl850_lag3', 'temperature_h00_lvl850_lag7', 'temperature_h00_lvl925_lag1', 'temperature_h00_lvl925_lag3', 'temperature_h00_lvl925_lag7', 'temperature_h00_lvl1000_lag1', 'temperature_h00_lvl1000_lag3', 'temperature_h00_lvl1000_lag7', 'temperature_h00_lvl850_ewm3', 'temperature_h00_lvl850_ewm7', 'temperature_h00_lvl850_ewm14', 'temperature_h00_lvl850_ewm30', 'temperature_h00_lvl925_ewm3', 'temperature_h00_lvl925_ewm7', 'temperature_h00_lvl925_ewm14', 'temperature_h00_lvl925_ewm30', 'temperature_h00_lvl1000_ewm3', 'temperature_h00_lvl1000_ewm7', 'temperature_h00_lvl1000_ewm14', 'temperature_h00_lvl1000_ewm30', 'temperature_h00_lvl850_mean5', 'temperature_h00_lvl850_std5', 'temperature_h00_lvl1000_mean5', 'temperature_h00_lvl1000_std5', 'temperature_h00_lvl850_grad_lat', 'temperature_h00_lvl850_grad_lon', 'temperature_h00_lvl850_grad_mag', 'temperature_h00_lvl1000_grad_lat', 'temperature_h00_lvl1000_grad_lon', 'temperature_h00_lvl1000_grad_mag', 'temperature_h00_lvl850_diff1', 'temperature_h00_lvl850_diff3', 'temperature_h00_lvl850_diff7', 'temperature_h00_lvl850_diff14', 'temperature_h00_lvl850_diff30', 'temperature_h00_lvl1000_diff1', 'temperature_h00_lvl1000_diff3', 'temperature_h00_lvl1000_diff7', 'temperature_h00_lvl1000_diff14', 'temperature_h00_lvl1000_diff30']",False,,,59,0.37179072647220696,0.2791820351486223,0.556335055897552,0.7969236405950545,COMPLETE
32,0.36975510232996367,2025-12-05 22:45:33.765724,2025-12-05 22:45:48.785459,0 days 00:00:15.019735,,Bernoulli,3.8935539992895674,0.3291981203705134,4,SymmetricTree,750,0.3458758426208697,0.22406654971284992,,,,,,7,True,False,0.3291981203705134,"['geopotential_h00_lvl850', 'specific_humidity_h00_lvl850', 'u_component_of_wind_h00_lvl850', 'u_component_of_wind_h00_lvl1000', 'v_component_of_wind_h00_lvl850', 'v_component_of_wind_h00_lvl1000', 'temperature_h00_lvl850', 'temperature_h00_lvl925', 'temperature_h00_lvl1000', 'anor', 'isor', 'z', 'sdfor', 'sdor', 'month', 'day_of_year', 'sin_annual', 'cos_annual', 'temperature_h00_lvl850_lag1', 'temperature_h00_lvl850_lag3', 'temperature_h00_lvl850_lag7', 'temperature_h00_lvl925_lag1', 'temperature_h00_lvl925_lag3', 'temperature_h00_lvl925_lag7', 'temperature_h00_lvl1000_lag1', 'temperature_h00_lvl1000_lag3', 'temperature_h00_lvl1000_lag7', 'temperature_h00_lvl850_ewm3', 'temperature_h00_lvl850_ewm7', 'temperature_h00_lvl850_ewm14', 'temperature_h00_lvl850_ewm30', 'temperature_h00_lvl925_ewm3', 'temperature_h00_lvl925_ewm7', 'temperature_h00_lvl925_ewm14', 'temperature_h00_lvl925_ewm30', 'temperature_h00_lvl1000_ewm3', 'temperature_h00_lvl1000_ewm7', 'temperature_h00_lvl1000_ewm14', 'temperature_h00_lvl1000_ewm30', 'temperature_h00_lvl850_mean5', 'temperature_h00_lvl850_std5', 'temperature_h00_lvl1000_mean5', 'temperature_h00_lvl1000_std5', 'temperature_h00_lvl850_grad_lat', 'temperature_h00_lvl850_grad_lon', 'temperature_h00_lvl850_grad_mag', 'temperature_h00_lvl1000_grad_lat', 'temperature_h00_lvl1000_grad_lon', 'temperature_h00_lvl1000_grad_mag', 'temperature_h00_lvl850_diff1', 'temperature_h00_lvl850_diff3', 'temperature_h00_lvl850_diff7', 'temperature_h00_lvl850_diff14', 'temperature_h00_lvl850_diff30', 'temperature_h00_lvl1000_diff1', 'temperature_h00_lvl1000_diff3', 'temperature_h00_lvl1000_diff7', 'temperature_h00_lvl1000_diff14', 'temperature_h00_lvl1000_diff30']",False,,,59,0.36975510232996367,0.28186089210497894,0.5373062115253958,0.7994169477236573,COMPLETE
33,0.3771016767365515,2025-12-05 22:45:48.859955,2025-12-05 22:46:04.123839,0 days 00:00:15.263884,,Bernoulli,3.631955221999693,0.3321296829729714,5,SymmetricTree,750,0.35916315383738134,0.20712440887914152,,,,,,6,True,False,0.3321296829729714,"['geopotential_h00_lvl850', 'specific_humidity_h00_lvl850', 'u_component_of_wind_h00_lvl850', 'u_component_of_wind_h00_lvl1000', 'v_component_of_wind_h00_lvl850', 'v_component_of_wind_h00_lvl1000', 'temperature_h00_lvl850', 'temperature_h00_lvl925', 'temperature_h00_lvl1000', 'anor', 'isor', 'z', 'sdfor', 'sdor', 'month', 'day_of_year', 'sin_annual', 'cos_annual', 'temperature_h00_lvl850_lag1', 'temperature_h00_lvl850_lag3', 'temperature_h00_lvl850_lag7', 'temperature_h00_lvl925_lag1', 'temperature_h00_lvl925_lag3', 'temperature_h00_lvl925_lag7', 'temperature_h00_lvl1000_lag1', 'temperature_h00_lvl1000_lag3', 'temperature_h00_lvl1000_lag7', 'temperature_h00_lvl850_ewm3', 'temperature_h00_lvl850_ewm7', 'temperature_h00_lvl850_ewm14', 'temperature_h00_lvl850_ewm30', 'temperature_h00_lvl925_ewm3', 'temperature_h00_lvl925_ewm7', 'temperature_h00_lvl925_ewm14', 'temperature_h00_lvl925_ewm30', 'temperature_h00_lvl1000_ewm3', 'temperature_h00_lvl1000_ewm7', 'temperature_h00_lvl1000_ewm14', 'temperature_h00_lvl1000_ewm30', 'temperature_h00_lvl850_mean5', 'temperature_h00_lvl850_std5', 'temperature_h00_lvl1000_mean5', 'temperature_h00_lvl1000_std5', 'temperature_h00_lvl850_grad_lat', 'temperature_h00_lvl850_grad_lon', 'temperature_h00_lvl850_grad_mag', 'temperature_h00_lvl1000_grad_lat', 'temperature_h00_lvl1000_grad_lon', 'temperature_h00_lvl1000_grad_mag', 'temperature_h00_lvl850_diff1', 'temperature_h00_lvl850_diff3', 'temperature_h00_lvl850_diff7', 'temperature_h00_lvl850_diff14', 'temperature_h00_lvl850_diff30', 'temperature_h00_lvl1000_diff1', 'temperature_h00_lvl1000_diff3', 'temperature_h00_lvl1000_diff7', 'temperature_h00_lvl1000_diff14', 'temperature_h00_lvl1000_diff30']",False,,,59,0.3771016767365515,0.30060842992043607,0.505811080686006,0.8002131183328788,COMPLETE
